  0.8539724 -0.0000000  0.0480898 -0.0030348  0.0353157 -0.0022286  0.1215086  0.0076654  0.0481059  0.0030348  0.0354021  0.0022485  0.1217253 -0.0077337 -0.0849384 -0.0000000 -0.0556252  0.0000000 -0.0556250 -0.0000312 -0.0490570 -0.0000276 -0.1460275  0.0000820 -0.0849383  0.0000477
  0.0480898  0.0030348  0.9437938  0.0000000 -0.0412761 -0.0000000  0.0619519 -0.0050908  0.0245271 -0.0020155  0.0179664 -0.0014702 -0.1419821  0.0000789  0.0279719  0.0017652  0.0183185  0.0011560  0.0183512  0.0011663  0.0161844  0.0010286  0.0480038  0.0030078  0.0279219  0.0017495
  0.0353157  0.0022286 -0.0412761  0.0000000  0.9696881  0.0000000  0.0454955 -0.0037385  0.0180119 -0.0014801  0.0131940 -0.0010797 -0.1042672  0.0000579  0.0205417  0.0012963  0.0134525  0.0008489  0.0134766  0.0008565  0.0118853  0.0007554  0.0352525  0.0022089  0.0205049  0.0012848
  0.1215086 -0.0076654  0.0619519  0.0050908  0.0454955  0.0037385  0.6413386 -0.0000000 -0.1419959 -0.0000000 -0.1042866 -0.0000580  0.1560871  0.0127729  0.0706767 -0.0044587  0.0462853 -0.0029199  0.0462025 -0.0028940  0.0407470 -0.0025523  0.1217258 -0.0077337  0.0708030 -0.0044984
  0.0481059 -0.0030348  0.0245271  0.0020155  0.0180119  0.0014801 -0.1419959  0.0000000  0.9437831  0.0000000 -0.0412876 -0.0000229  0.0617957  0.0050569  0.0279813 -0.0017652  0.0183246 -0.0011560  0.0182918 -0.0011457  0.0161320 -0.0010105  0.0481919 -0.0030618  0.0280313 -0.0017809
  0.0354021 -0.0022485  0.0179664  0.0014702  0.0131940  0.0010797 -0.1042866  0.0000580 -0.0412876  0.0000229  0.9696769  0.0000000  0.0452658  0.0036888  0.0205920 -0.0013079  0.0134854 -0.0008565  0.0134614 -0.0008489  0.0118719 -0.0007487  0.0354652 -0.0022685  0.0206287 -0.0013195
  0.1217253  0.0077337 -0.1419821 -0.0000789 -0.1042672 -0.0000579  0.1560871 -0.0127729  0.0617957 -0.0050569  0.0452658 -0.0036888  0.6413394 -0.0000000  0.0708027  0.0044984  0.0463679  0.0029460  0.0464505  0.0029721  0.0409657  0.0026211  0.1215081  0.0076654  0.0706764  0.0044587
 -0.0849384  0.0000000  0.0279719 -0.0017652  0.0205417 -0.0012963  0.0706767  0.0044587  0.0279813  0.0017652  0.0205920  0.0013079  0.0708027 -0.0044984  0.9505947 -0.0000000 -0.0323550  0.0000000 -0.0323549 -0.0000182 -0.0285345 -0.0000160 -0.0849383  0.0000477 -0.0494053  0.0000277
 -0.0556252 -0.0000000  0.0183185 -0.0011560  0.0134525 -0.0008489  0.0462853  0.0029199  0.0183246  0.0011560  0.0134854  0.0008565  0.0463679 -0.0029460 -0.0323550 -0.0000000  0.9788111 -0.0000000 -0.0211888 -0.0000119 -0.0186869 -0.0000105 -0.0556251  0.0000312 -0.0323549  0.0000182
 -0.0556250  0.0000312  0.0183512 -0.0011663  0.0134766 -0.0008565  0.0462025  0.0028940  0.0182918  0.0011457  0.0134614  0.0008489  0.0464505 -0.0029721 -0.0323549  0.0000182 -0.0211888  0.0000119  0.9788112 -0.0000000 -0.0186869  0.0000000 -0.0556249  0.0000625 -0.0323548  0.0000363
 -0.0490570  0.0000276  0.0161844 -0.0010286  0.0118853 -0.0007554  0.0407470  0.0025523  0.0161320  0.0010105  0.0118719  0.0007487  0.0409657 -0.0026211 -0.0285345  0.0000160 -0.0186869  0.0000105 -0.0186869 -0.0000000  0.9835196 -0.0000000 -0.0490569  0.0000551 -0.0285344  0.0000321
 -0.1460275 -0.0000820  0.0480038 -0.0030078  0.0352525 -0.0022089  0.1217258  0.0077337  0.0481919  0.0030618  0.0354652  0.0022685  0.1215081 -0.0076654 -0.0849383 -0.0000477 -0.0556251 -0.0000312 -0.0556249 -0.0000625 -0.0490569 -0.0000551  0.8539724  0.0000000 -0.0849384 -0.0000000
 -0.0849383 -0.0000477  0.0279219 -0.0017495  0.0205049 -0.0012848  0.0708030  0.0044984  0.0280313  0.0017809  0.0206287  0.0013195  0.0706764 -0.0044587 -0.0494053 -0.0000277 -0.0323549 -0.0000182 -0.0323548 -0.0000363 -0.0285344 -0.0000321 -0.0849384  0.0000000  0.9505947 -0.0000000
  0.8397799 -0.0000000  0.0553499 -0.0032780  0.0399672 -0.0023670  0.1240028  0.0083268  0.0474104  0.0031836  0.0356308  0.0024070  0.1290129 -0.0076986 -0.0901961  0.0000000 -0.0585170  0.0000000 -0.0593860 -0.0000334 -0.0521183 -0.0000293 -0.1454450  0.0000817 -0.0872450  0.0000490
  0.0553499  0.0032780  0.9376640  0.0000000 -0.0450118  0.0000000  0.0668908 -0.0054580  0.0255746 -0.0020868  0.0191257 -0.0015542 -0.1450301  0.0000809  0.0311593  0.0018454  0.0202154  0.0011972  0.0205501  0.0012266  0.0180352  0.0010764  0.0501610  0.0029476  0.0300890  0.0017681
  0.0399672  0.0023670 -0.0450118 -0.0000000  0.9674978 -0.0000000  0.0483007 -0.0039411  0.0184670 -0.0015068  0.0138103 -0.0011222 -0.1047237  0.0000584  0.0224996  0.0013325  0.0145972  0.0008645  0.0148389  0.0008857  0.0130229  0.0007773  0.0362204  0.0021284  0.0217267  0.0012767
  0.1240028 -0.0083268  0.0668908  0.0054580  0.0483007  0.0039411  0.6254090  0.0000000 -0.1432188 -0.0000000 -0.1073942 -0.0000595  0.1552365  0.0126117  0.0698075 -0.0046876  0.0452894 -0.0030412  0.0458741 -0.0030606  0.0402600 -0.0026860  0.1127826 -0.0076222  0.0676525 -0.0045722
  0.0474104 -0.0031836  0.0255746  0.0020868  0.0184670  0.0015068 -0.1432188  0.0000000  0.9452426  0.0000000 -0.0410604 -0.0000228  0.0593521  0.0048219  0.0266898 -0.0017922  0.0173157 -0.0011627  0.0175392 -0.0011702  0.0153928 -0.0010270  0.0431206 -0.0029142  0.0258658 -0.0017481
  0.0356308 -0.0024070  0.0191257  0.0015542  0.0138103  0.0011222 -0.1073942  0.0000595 -0.0410604  0.0000228  0.9692103  0.0000000  0.0443854  0.0035912  0.0200584 -0.0013550  0.0130134 -0.0008791  0.0131815 -0.0008847  0.0115683 -0.0007765  0.0324066 -0.0022033  0.0194390 -0.0013216
  0.1290129  0.0076986 -0.1450301 -0.0000809 -0.1047237 -0.0000584  0.1552365 -0.0126117  0.0593521 -0.0048219  0.0443854 -0.0035912  0.6625744 -0.0000000  0.0726280  0.0043339  0.0471192  0.0028117  0.0478993  0.0028804  0.0420374  0.0025279  0.1169188  0.0069229  0.0701336  0.0041527
 -0.0901961 -0.0000000  0.0311593 -0.0018454  0.0224996 -0.0013325  0.0698075  0.0046876  0.0266898  0.0017922  0.0200584  0.0013550  0.0726280 -0.0043339  0.9492240 -0.0000000 -0.0329422 -0.0000000 -0.0334314 -0.0000188 -0.0293400 -0.0000165 -0.0818785  0.0000460 -0.0491147  0.0000276
 -0.0585170 -0.0000000  0.0202154 -0.0011972  0.0145972 -0.0008645  0.0452894  0.0030412  0.0173157  0.0011627  0.0130134  0.0008791  0.0471192 -0.0028117 -0.0329422  0.0000000  0.9786279 -0.0000000 -0.0216895 -0.0000122 -0.0190351 -0.0000107 -0.0531207  0.0000298 -0.0318644  0.0000179
 -0.0593860  0.0000334  0.0205501 -0.0012266  0.0148389 -0.0008857  0.0458741  0.0030606  0.0175392  0.0011702  0.0131815  0.0008847  0.0478993 -0.0028804 -0.0334314  0.0000188 -0.0216895  0.0000122  0.9779884 -0.0000000 -0.0193178 -0.0000000 -0.0539095  0.0000606 -0.0323375  0.0000363
 -0.0521183  0.0000293  0.0180352 -0.0010764  0.0130229 -0.0007773  0.0402600  0.0026860  0.0153928  0.0010270  0.0115683  0.0007765  0.0420374 -0.0025279 -0.0293400  0.0000165 -0.0190351  0.0000107 -0.0193178  0.0000000  0.9830463  0.0000000 -0.0473120  0.0000532 -0.0283800  0.0000319
 -0.1454450 -0.0000817  0.0501610 -0.0029476  0.0362204 -0.0021284  0.1127826  0.0076222  0.0431206  0.0029142  0.0324066  0.0022033  0.1169188 -0.0069229 -0.0818785 -0.0000460 -0.0531207 -0.0000298 -0.0539095 -0.0000606 -0.0473120 -0.0000532  0.8679673  0.0000000 -0.0791996 -0.0000000
